title,total_sales,critic_score,popularity
Final Fantasy Anthology,0.8,8.6,Muy popular
Final Fantasy Chronicles,0.52,9.2,Moderadamente popular
Final Fantasy Crystal Chronicles: Echoes of Time,0.72,7.300000000000001,Moderadamente popular
Final Fantasy Crystal Chronicles: Ring of Fates,0.66,7.7,Moderadamente popular
Final Fantasy Crystal Chronicles: The Crystal Bearers,0.39,6.7,Moderadamente popular
Final Fantasy Explorers,0.59,7.3,Moderadamente popular
Final Fantasy IV Advance,0.61,8.6,Muy popular
Final Fantasy IV: The Complete Collection,0.56,8.0,Moderadamente popular
Final Fantasy Legend III,0.76,7.0,Moderadamente popular
Final Fantasy V Advance,0.26,8.2,Moderadamente popular
Final Fantasy VI Advance,0.28,9.1,Moderadamente popular
Final Fantasy X / X-2 HD Remaster,0.9,9.3,Muy popular
Final Fantasy XI: Chains of Promathia,0.25,7.3,Moderadamente popular
Final Fantasy XI: Online,0.51,7.766666666666667,Moderadamente popular
Final Fantasy XI: Wings of the Goddess,0.32,6.5,Menos popular
Final Fantasy XIII,7.539999999999999,8.05,Muy popular
Final Fantasy XIII-2,3.39,8.100000000000001,Muy popular
Final Fantasy XV,5.07,8.1,Muy popular
Final Fantasy: The 4 Heroes of Light,0.58,7.2,Moderadamente popular
Final Fight One,0.21,8.2,Moderadamente popular
Finding Nemo,2.82,7.0,Moderadamente popular
Finding Nemo: The Continuing Adventures,0.3,8.0,Moderadamente popular
Fire Emblem Warriors,0.51,7.3,Moderadamente popular
Fire Emblem: Path of Radiance,0.54,8.6,Moderadamente popular
Fire Emblem: Radiant Dawn,0.49,7.7,Moderadamente popular
Fire Emblem: The Blazing Blade,0.97,8.8,Muy popular
Fire Emblem: The Sacred Stones,0.89,8.4,Muy popular
Fire ProWrestling,0.13,8.0,Menos popular
Fire ProWrestling G,0.19,8.0,Moderadamente popular
Firefighter F.D.18,0.07,5.9,Menos popular
Fist of the North Star: Ken's Rage,0.8200000000000001,5.1,Menos popular
Fist of the North Star: Ken's Rage 2,0.3,5.0,Menos popular
FlatOut: Head On,0.29,7.3,Moderadamente popular
FlingSmash,0.47,3.8,Menos popular
Flipping Death,0.01,7.5,Menos popular
"Flower, Sun, and Rain",0.07,5.7,Menos popular
Folklore,0.32,7.5,Moderadamente popular
Football Manager 2006,0.0,8.5,Menos popular
Football Manager 2007,0.02,8.4,Menos popular
Football Manager 2010,0.07,8.7,Menos popular
Football Manager 2011,1.26,8.9,Muy popular
Football Manager 2012,1.5,8.5,Muy popular
Football Manager Classic 2014,0.12,5.8,Menos popular
Football Manager Handheld 2007,0.0,8.1,Menos popular
Football Manager Handheld 2010,0.35,6.0,Menos popular
Formula 1 Championship Edition,0.36,8.5,Moderadamente popular
Formula One 2001,0.26,7.0,Moderadamente popular
Forsaken 64,0.29,8.3,Moderadamente popular
Fortnite,0.69,8.5,Muy popular
Fortress,0.32,6.6,Moderadamente popular
Forza Horizon 4,1.84,9.2,Muy popular
Forza Motorsport,1.05,9.2,Muy popular
Forza Motorsport 2,4.05,9.1,Muy popular
Forza Motorsport 3,5.5,9.2,Muy popular
Forza Motorsport 4,4.6,9.1,Muy popular
Forza Motorsport 7,1.52,8.9,Muy popular
Fossil Fighters,0.89,6.9,Moderadamente popular
Fracture,0.49,4.0,Menos popular
Fragile Dreams: Farewell Ruins of the Moon,0.37,6.7,Moderadamente popular
Frantix,0.08,5.4,Menos popular
Freedom Fighters,0.13,8.8,Menos popular
Freedom Force,0.0,9.1,Menos popular
Freekstyle,0.01,7.2,Menos popular
Frogger 3D,0.21,7.0,Moderadamente popular
Frogger Advance: The Great Quest,0.07,5.5,Menos popular
Frogger's Adventures 2: The Lost Wand,0.19,8.0,Moderadamente popular
Frogger's Adventures: Temple of the Frog,2.39,6.7,Moderadamente popular
Frogger's Journey: The Forgotten Relic,0.26,5.0,Menos popular
Frogger: Helmet Chaos,0.11,7.0,Menos popular
Frogger: The Great Quest,1.23,3.0,Menos popular
From Dust,0.0,8.2,Menos popular
From Russia With Love,0.22,7.3,Moderadamente popular
From The Abyss,0.06,7.3,Menos popular
Fuel,0.57,6.533333333333334,Menos popular
Full Auto 2: Battlelines,0.19,6.1,Menos popular
Full Spectrum Warrior,0.3,8.15,Moderadamente popular
Full Spectrum Warrior: Ten Hammers,0.07,5.5,Menos popular
Future Tactics: The Uprising,0.02,6.8,Menos popular
G-Force,1.72,7.26,Moderadamente popular
G.I. Joe: The Rise of Cobra,1.09,4.816666666666666,Menos popular
GRID,2.06,8.475,Muy popular
GT Advance 2: Rally Racing,0.11,7.6,Menos popular
GT Advance 3: Pro Concept Racing,0.08,7.7,Menos popular
GT Advance Championship Racing,0.33,7.5,Moderadamente popular
GT Pro Series,0.52,3.7,Menos popular
Gabrielle's Ghostly Groove 3D,0.11,7.5,Menos popular
Gadget Racers,0.0,7.0,Menos popular
Gal Metal!,0.02,7.0,Menos popular
Galactic Wrestling: Featuring Ultimate Muscle,0.22,7.3,Moderadamente popular
Galidor: Defenders of the Outer Dimension,0.12,5.9,Menos popular
Game & Wario,0.25,6.2,Menos popular
Game & Watch Gallery 4,0.61,6.4,Menos popular
Game Party,2.49,2.6,Menos popular
Games Explosion!,0.02,4.0,Menos popular
Gangs of London,0.96,5.0,Menos popular
Gardening Mama,1.36,6.6,Moderadamente popular
Gauntlet / Rampart,0.03,4.0,Menos popular
Gauntlet Legends,0.54,6.0,Menos popular
Gauntlet: Dark Legacy,0.0,3.1,Menos popular
Gear.Club Unlimited,0.15,6.1,Menos popular
Gears of War,0.02,8.8,Menos popular
Geist,0.15,6.6,Menos popular
Gekido Advance: Kintaro's Revenge,0.03,7.7,Menos popular
Generation of Chaos,0.06,5.9,Menos popular
Genji: Days of the Blade,0.75,5.0,Menos popular
Geometry Wars: Galaxies,0.12,8.0,Menos popular
Ghost Rider,0.24,5.0,Menos popular
Ghost Squad,0.77,7.0,Moderadamente popular
Ghost Trick: Phantom Detective,0.38,8.2,Moderadamente popular
Ghost in the Shell: Stand Alone Complex,0.23,6.15,Menos popular
Ghostbusters: The Video Game,2.33,7.7,Moderadamente popular
Gladius,0.07,8.3,Menos popular
Glory of Heracles,0.29,6.8,Moderadamente popular
Go Vacation,1.54,7.0,Moderadamente popular
Go! Go! Hypergrind,0.03,6.5,Menos popular
Go! Sudoku,0.12,6.8,Menos popular
Goblin Commander: Unleash the Horde,0.19,7.4,Moderadamente popular
Godzilla Generations,0.08,3.2,Menos popular
Godzilla Unleashed,0.16,4.5,Menos popular
Godzilla: Destroy All Monsters Melee,0.71,7.5,Moderadamente popular
Godzilla: Domination!,0.28,4.7,Menos popular
Golden Axe: Beast Rider,0.65,4.25,Menos popular
Golden Sun: Dark Dawn,0.81,8.0,Muy popular
GoldenEye 007,1.4400000000000002,6.75,Moderadamente popular
GoldenEye: Rogue Agent,0.36,5.9,Menos popular
Goldeneye 007: Reloaded,1.28,7.4,Moderadamente popular
Gone Home,0.0,9.1,Menos popular
Gotcha Force,0.03,5.8,Menos popular
Gothic 3: Forsaken Gods,0.0,4.4,Menos popular
Gradius Galaxies,0.08,7.8,Menos popular
Graffiti Kingdom,0.03,7.2,Menos popular
Gran Turismo (PSP),2.82,7.8,Muy popular
Grand Theft Auto,2.5599999999999996,6.5,Menos popular
Grand Theft Auto 2,3.42,6.9,Moderadamente popular
Grand Theft Auto III,13.11,9.3,Muy popular
Grand Theft Auto IV,22.53,9.733333333333333,Muy popular
Grand Theft Auto V,48.43,9.366666666666667,Muy popular
Grand Theft Auto: Chinatown Wars,2.41,9.35,Muy popular
Grand Theft Auto: Episodes from Liberty City,4.6899999999999995,9.0,Muy popular
Grand Theft Auto: Liberty City Stories,11.26,8.55,Muy popular
"Grand Theft Auto: Mission Pack #1, London 1969",0.11,6.7,Menos popular
Grand Theft Auto: San Andreas,2.92,9.3,Muy popular
Grand Theft Auto: Vice City,16.189999999999998,9.3,Muy popular
Grand Theft Auto: Vice City Stories,5.08,8.4,Muy popular
Grandia,0.6699999999999999,8.55,Muy popular
Grandia II,0.49,7.8999999999999995,Moderadamente popular
Grandia Xtreme,0.38,6.7,Moderadamente popular
Gravity Rush Remastered,0.16,7.9,Moderadamente popular
Gray Matter,0.08,7.3,Menos popular
Green Day: Rock Band,0.82,7.8,Muy popular
Green Lantern: Rise of the Manhunters,0.5,5.875,Menos popular
Greg Hastings' Tournament Paintball Max'd,0.03,2.2,Menos popular
Gretzky NHL,0.1,6.0,Menos popular
Gretzky NHL 06,0.14,5.8,Menos popular
GrimGrimoire,0.05,7.7,Menos popular
GripShift,0.09,7.1,Menos popular
Grooverider: Slot Car Thunder,0.01,4.5,Menos popular
Guild Wars: Factions,0.01,8.6,Menos popular
Guild Wars: Nightfall,0.03,8.0,Menos popular
Guilty Gear Judgment,0.16,7.5,Moderadamente popular
Guilty Gear X: Advance Edition,0.06,7.3,Menos popular
Guilty Gear XX Accent Core Plus,0.03,7.0,Menos popular
Guitar Hero 5,3.7800000000000002,8.9,Muy popular
Guitar Hero II,7.33,9.2,Muy popular
Guitar Hero III: Legends of Rock,16.36,8.424999999999999,Muy popular
Guitar Hero On Tour: Modern Hits,0.37,7.3,Moderadamente popular
Guitar Hero: Metallica,1.73,8.7,Muy popular
Guitar Hero: On Tour,3.46,7.1,Moderadamente popular
Guitar Hero: Smash Hits,1.5699999999999998,7.225,Moderadamente popular
Guitar Hero: Van Halen,0.9600000000000001,5.575,Menos popular
Guitar Hero: Warriors of Rock,1.8199999999999998,7.199999999999999,Moderadamente popular
Guitar Hero: World Tour,8.2,8.5,Muy popular
Gun,0.45,7.7,Moderadamente popular
Gundam Seed: Battle Assault,0.08,6.5,Menos popular
Gundam Versus,0.28,7.3,Moderadamente popular
Gungnir,0.14,7.4,Menos popular
Gunstar Super Heroes,0.07,8.0,Menos popular
Gunvalkyrie,0.17,6.1,Menos popular
Gurumin: A Monstrous Adventure,0.01,7.4,Menos popular
Hail to the Chimp,0.11,7.0,Menos popular
Half-Life,0.6,8.4,Muy popular
Half-Life 2,0.61,8.9,Muy popular
Halo 2,0.09,6.9,Menos popular
Halo 2 Multiplayer Map Pack,0.69,8.6,Muy popular
Halo Wars 2,0.51,7.0,Moderadamente popular
Halo: Combat Evolved,0.04,8.6,Menos popular
Halo: Combat Evolved Anniversary,2.41,8.0,Muy popular
Halo: Reach,9.97,9.3,Muy popular
Halo: The Master Chief Collection,3.44,8.8,Muy popular
Hammerin' Hero,0.08,7.0,Menos popular
Hamtaro: Ham-Ham Games,0.22,7.5,Moderadamente popular
Hamtaro: Ham-Ham Heartbreak,0.36,8.0,Moderadamente popular
Hannah Montana,2.65,6.5,Menos popular
Happy Birthdays,0.01,8.5,Menos popular
Hard Rock Casino,0.14,3.8,Menos popular
Harry Potter and the Chamber of Secrets,1.99,7.2,Moderadamente popular
Harry Potter and the Deathly Hallows - Part 2,0.43000000000000005,4.55,Menos popular
Harry Potter and the Goblet of Fire,2.11,6.666666666666667,Moderadamente popular
Harry Potter and the Half-Blood Prince,0.76,6.0,Menos popular
Harry Potter and the Order of the Phoenix,0.37,4.8,Menos popular
Harry Potter and the Prisoner of Azkaban,0.52,7.0,Moderadamente popular
Harry Potter and the Sorcerer's Stone,1.69,6.6,Moderadamente popular
Harry Potter: Quidditch World Cup,0.79,6.050000000000001,Menos popular
Harvest Moon 3D: A New Beginning,0.95,8.2,Muy popular
Harvest Moon 64,0.48,7.8,Moderadamente popular
Harvest Moon: A Wonderful Life,0.79,8.2,Muy popular
Harvest Moon: Another Wonderful Life,0.24,7.7,Moderadamente popular
Harvest Moon: Boy & Girl,0.09,6.1,Menos popular
Harvest Moon: Frantic Farming,0.1,7.0,Menos popular
Harvest Moon: Friends of Mineral Town,0.59,7.6,Moderadamente popular
Harvest Moon: Magical Melody,0.53,7.15,Moderadamente popular
Harvest Moon: More Friends of Mineral Town,0.2,8.0,Moderadamente popular
Harvest Moon: Save the Homeland,0.4,7.8,Moderadamente popular
Harvest Moon: Skytree Village,0.09,5.0,Menos popular
Harvest Moon: Sunshine Islands,0.57,9.0,Moderadamente popular
Harvest Moon: The Tale of Two Towns,0.9299999999999999,6.3,Menos popular
Has-Been Heroes,0.14,4.8,Menos popular
Hasbro Family Game Night 2,1.36,6.4,Menos popular
Hatsune Miku: Project Mirai DX,0.38,7.5,Moderadamente popular
Haunting Ground,0.07,6.6,Menos popular
Haze,0.99,5.6,Menos popular
Hearts of Iron III,0.09,7.9,Menos popular
Heatseeker,0.14,5.15,Menos popular
Hellblade: Senua's Sacrifice,0.05,8.3,Menos popular
Henry Hatsworth in the Puzzling Adventure,0.09,9.1,Menos popular
Herbie: Fully Loaded,0.34,5.0,Menos popular
Hexen,0.19,4.4,Menos popular
Hexyz Force,0.14,6.7,Menos popular
Hey Arnold! The Movie,0.26,5.5,Menos popular
Hey! Pikmin,0.44,6.8,Moderadamente popular
High Heat Major League Baseball 2002,0.0,6.0,Menos popular
High Heat Major League Baseball 2003,0.0,6.0,Menos popular
High School Musical: Makin' the Cut!,2.2,7.3,Moderadamente popular
High School Musical: Sing It!,1.76,6.4,Menos popular
Hitman 2: Silent Assassin,0.13,8.3,Menos popular
Hitman: Blood Money,1.06,8.1,Muy popular
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",0.14,6.9,Menos popular
Homefront,2.6,6.633333333333333,Moderadamente popular
Hometown Story,0.5,5.5,Menos popular
Homeworld 2,0.03,8.1,Menos popular
Horsez,0.42,4.0,Menos popular
Hoshigami: Ruining Blue Earth Remix,0.01,5.6,Menos popular
Hospital Tycoon,0.01,4.0,Menos popular
Hot Pixel,0.03,5.7,Menos popular
Hot Potato!,0.04,7.7,Menos popular
Hot Shots Golf: Open Tee,1.96,8.4,Muy popular
Hot Shots Golf: Open Tee 2,0.68,8.0,Muy popular
Hot Shots Golf: Out of Bounds,1.14,8.3,Muy popular
Hot Shots Tennis: Get a Grip,0.23,8.0,Moderadamente popular
Hot Wheels Velocity X,0.16,5.2,Menos popular
Hot Wheels: Burnin' Rubber,0.06,8.0,Menos popular
Hot Wheels: Stunt Track Challenge,0.45,5.3,Menos popular
Hotel Dusk: Room 215,0.54,8.0,Moderadamente popular
Hotel Transylvania 3: Monsters Overboard,0.01,6.5,Menos popular
How to Train Your Dragon,0.74,5.266666666666667,Menos popular
Hugo: The Evil Mirror,0.01,5.9,Menos popular
Hulk,0.19,7.3,Moderadamente popular
Hunted: The Demon's Forge,0.52,6.066666666666666,Menos popular
Hunter: The Reckoning,0.48,7.449999999999999,Moderadamente popular
Hybrid Heaven,0.25,7.0,Moderadamente popular
Hyperdimension Neptunia,0.44,5.3,Menos popular
Hyrule Warriors: Definitive Edition,0.46,8.0,Moderadamente popular
I am Setsuna,0.05,7.0,Menos popular
I-Ninja,0.56,7.3999999999999995,Moderadamente popular
ICO,0.47,8.8,Moderadamente popular
IL-2 Sturmovik: Birds of Prey,0.94,6.466666666666666,Menos popular
IL-2 Sturmovik: Cliffs of Dover,0.05,5.0,Menos popular
Ice Age,0.38,4.2,Menos popular
Ice Age 2: The Meltdown,1.16,6.433333333333334,Menos popular
Ice Age: Dawn of the Dinosaurs,0.99,6.459999999999999,Menos popular
Iggy's Reckin' Balls,0.08,6.8,Menos popular
Ikaruga,0.09,8.0,Menos popular
Imagine: Babyz,2.87,3.5,Menos popular
Imagine: Fashion Designer,2.81,3.0,Menos popular
Import Tuner Challenge (American sales),0.09,6.4,Menos popular
Inazuma Eleven,0.53,6.8,Moderadamente popular
Indiana Jones and the Staff of Kings,0.98,6.25,Menos popular
Infected,0.15,7.3,Menos popular
Infernal: Hell's Vengeance,0.08,4.4,Menos popular
Infinite Space,0.2,7.2,Moderadamente popular
Innocent Life: A Futuristic Harvest Moon,0.16,6.5,Menos popular
Intelligent Qube,1.22,7.4,Moderadamente popular
Intellivision Lives!,0.06,6.4,Menos popular
International Superstar Soccer '98,0.58,9.1,Moderadamente popular
Invizimals,0.79,6.6,Moderadamente popular
Iridion 3D,0.46,5.6,Menos popular
Iridion II,0.13,7.9,Menos popular
Iron Chef America: Supreme Cuisine,0.17,2.0,Menos popular
Iron Man,1.31,5.05,Menos popular
Iron Man 2,0.27,5.1,Menos popular
Ivy the Kiwi?,0.11,7.4,Menos popular
Izuna 2: The Unemployed Ninja Returns,0.06,6.9,Menos popular
Izuna: Legend of the Unemployed Ninja,0.0,6.4,Menos popular
JU-ON: The Grudge,0.1,4.0,Menos popular
Jackass the Game,0.22,5.6,Menos popular
Jackie Chan Adventures: Legend of the Dark Hand,0.19,7.8,Moderadamente popular
Jade Empire,0.7,9.0,Muy popular
Jade Empire: Special Edition,0.0,7.8,Menos popular
Jak and Daxter: The Lost Frontier,1.08,7.5,Moderadamente popular
Jak and Daxter: The Precursor Legacy,3.64,9.0,Muy popular
James Bond 007: Agent Under Fire,0.72,7.5,Moderadamente popular
James Bond 007: Blood Stone,1.24,6.4,Menos popular
James Bond 007: Everything or Nothing,0.59,7.25,Moderadamente popular
James Bond 007: Nightfire,0.91,7.65,Moderadamente popular
James Cameron's Avatar: The Game,3.44,5.733333333333333,Menos popular
James Noir's Hollywood Crimes,0.16,7.0,Moderadamente popular
Jaws: Ultimate Predator,0.12,4.0,Menos popular
Jazz Jackrabbit,0.0,6.8,Menos popular
Jeanne d'Arc,0.33,8.4,Moderadamente popular
Jenga World Tour,0.05,2.0,Menos popular
Jeremy McGrath Supercross World,0.12,2.7,Menos popular
Jerry Rice and Nitus' Dog Football,0.04,7.0,Menos popular
Jet Grind Radio,0.03,7.1,Menos popular
Jim Henson's the Muppets: On With the Show!,0.14,6.3,Menos popular
Jimmie Johnson's Anything With an Engine,0.09,7.3,Menos popular
John Romero's Daikatana,0.0,4.0,Menos popular
Juiced: Eliminator,0.42,6.6,Moderadamente popular
July,0.06,4.8,Menos popular
Jurassic Park III: Island Attack,0.18,4.9,Menos popular
Just Cause,0.18000000000000002,7.2,Moderadamente popular
Just Cause 2,3.35,8.15,Muy popular
Just Cause 3,3.15,7.366666666666667,Moderadamente popular
Just Dance 2014,6.42,7.56,Moderadamente popular
Just Dance 2015,0.54,8.1,Moderadamente popular
Just Dance 2017,0.29,6.5,Menos popular
Just Dance 2018,0.76,8.0,Muy popular
Just Dance 3,2.02,5.5,Menos popular
Justice League Heroes: The Flash,0.03,8.0,Menos popular
Justice League: Chronicles,0.04,3.5,Menos popular
Kabuki Warriors,0.06,1.0,Menos popular
Kane & Lynch 2: Dog Days,1.08,6.35,Menos popular
Kane & Lynch: Dead Men,1.51,6.8,Moderadamente popular
Kao the Kangaroo,0.01,3.9,Menos popular
Karnaaj Rally,0.01,7.9,Menos popular
Kartia: The Word of Fate,0.22,7.9,Moderadamente popular
Katamari Damacy,0.73,8.5,Muy popular
Katamari Damacy Reroll,0.17,8.8,Moderadamente popular
Katamari Forever,0.41,7.3,Moderadamente popular
Kelly Slater's Pro Surfer,0.19,8.0,Moderadamente popular
Kengo: Legend of The 9,0.07,4.8,Menos popular
Kenka Bancho: Badass Rumble,0.29,7.0,Moderadamente popular
Kensei: Sacred Fist,0.02,5.7,Menos popular
Kill.switch,0.02,7.5,Menos popular
Killer7,0.24,6.85,Moderadamente popular
Killzone 3,2.81,8.2,Muy popular
Killzone: Liberation,0.9,7.8,Muy popular
Killzone: Mercenary,0.92,7.4,Moderadamente popular
Kinect Joy Ride,1.43,5.6,Menos popular
Kinect Sports: Season Two,2.33,6.6,Moderadamente popular
Kinect: Disneyland Adventures,2.41,8.5,Muy popular
Kinectimals,1.62,7.5,Moderadamente popular
King Arthur,0.22,6.6000000000000005,Moderadamente popular
King's Bounty: The Legend,0.0,8.4,Menos popular
King's Field,0.16,7.1,Moderadamente popular
King's Field II,0.26,7.3,Moderadamente popular
Kingdom Hearts Re: Chain of Memories,0.87,7.2,Moderadamente popular
Kingdom Hearts Re:coded,0.93,6.8,Moderadamente popular
Kingdom of Paradise,0.15,7.0,Menos popular
Kirby and the Rainbow Curse,0.58,8.2,Moderadamente popular
Kirby's Adventure,0.0,8.4,Menos popular
Kirby's Dream Collection: Special Edition,0.69,8.0,Muy popular
Kirby: Battle Royale,0.33,6.0,Menos popular
Kirby: Canvas Curse,0.72,8.9,Muy popular
Klonoa,0.16,7.6,Moderadamente popular
Klonoa 2: Dream Champ Tournament,0.03,8.1,Menos popular
Klonoa 2: Lunatea's Veil,0.33,9.4,Moderadamente popular
Klonoa: Empire of Dreams,0.14,8.6,Menos popular
Knack 2,0.47,6.7,Moderadamente popular
Knights Contract,0.16,5.4,Menos popular
Knights in the Nightmare,0.16999999999999998,7.75,Moderadamente popular
Konami Collector's Series: Arcade Advanced,0.64,8.0,Muy popular
Konami Krazy Racers,0.16,7.7,Moderadamente popular
Kong: The Animated Series,0.02,5.0,Menos popular
Koudelka,0.08,6.5,Menos popular
Kung Fu Chaos,0.28,7.0,Moderadamente popular
Kung Fu Panda,3.05,7.5,Moderadamente popular
Kung Fu Panda 2,0.13,3.0,Menos popular
Kung Fu Rider,0.2,4.3,Menos popular
KuruKuru Kururin,0.31,7.2,Moderadamente popular
L.A. Noire,6.39,8.700000000000001,Muy popular
LBX: Little Battlers eXperience,0.21,7.0,Moderadamente popular
LEGO Batman: The Videogame,13.55,7.528571428571429,Moderadamente popular
LEGO Battles: Ninjago,1.48,5.0,Menos popular
LEGO Bionicle,0.06,6.4,Menos popular
LEGO City Undercover,1.4,8.0,Muy popular
LEGO DC Super-Villains,0.44,7.8,Moderadamente popular
LEGO Harry Potter: Years 1-4,8.46,7.8999999999999995,Muy popular
LEGO Harry Potter: Years 5-7,0.95,9.0,Muy popular
LEGO Indiana Jones 2: The Adventure Continues,2.05,6.5,Menos popular
LEGO Indiana Jones: The Original Adventures,8.32,7.65,Moderadamente popular
LEGO Pirates of the Caribbean: The Video Game,5.47,7.116666666666667,Moderadamente popular
LEGO Rock Band,2.13,7.475,Moderadamente popular
LEGO Star Wars II: The Original Trilogy,7.32,7.612500000000001,Moderadamente popular
LEGO Star Wars III: The Clone Wars,7.33,7.185714285714285,Moderadamente popular
LEGO Star Wars: The Complete Saga,12.74,7.933333333333334,Muy popular
LEGO Star Wars: The Video Game,7.26,7.8,Muy popular
LEGO The Hobbit,0.25,7.0,Moderadamente popular
LEGO The Incredibles,1.1600000000000001,6.5,Menos popular
LEGO Worlds,0.58,5.0,Menos popular
LIMBO,0.0,9.0,Menos popular
LMA Manager 2007,0.01,6.2,Menos popular
Lair,0.51,5.5,Menos popular
Langrisser: Re:Incarnation Tensei,0.04,1.5,Menos popular
Last Rebellion,0.09,4.8,Menos popular
Last Window: The Secret of Cape West,0.22,7.3,Moderadamente popular
Left 4 Dead 2,0.36,9.0,Moderadamente popular
Legacy of Kain: Soul Reaver,1.04,8.9,Muy popular
Legend of Kay,0.05,7.2,Menos popular
Legend of Kay Anniversary,0.01,6.5,Menos popular
Legend of Legaia,0.66,8.1,Muy popular
Legend of the Dragon,0.03,2.9,Menos popular
Legendary,0.41000000000000003,4.0,Menos popular
Lego Batman 3: Beyond Gotham,0.45,7.4,Moderadamente popular
Lemmings,0.86,7.3,Moderadamente popular
Let's TAP,0.17,7.0,Moderadamente popular
Life Is Strange: Before the Storm,0.22,7.5,Moderadamente popular
Lightning Returns: Final Fantasy XIII,1.36,6.75,Moderadamente popular
Line Rider 2: Unbound,0.08,5.0,Menos popular
Lionheart: Kings' Crusade,0.01,6.3,Menos popular
Lips,0.77,7.1,Moderadamente popular
Little Dragons Café,0.13,7.0,Menos popular
LittleBigPlanet,2.61,8.8,Muy popular
LittleBigPlanet 2,3.43,9.1,Muy popular
LittleBigPlanet: Game of the Year Edition,0.0,9.5,Menos popular
LocoRoco,0.39,8.1,Moderadamente popular
LocoRoco 2,0.36,8.5,Moderadamente popular
Lode Runner 3-D,0.1,7.0,Menos popular
London 2012: The Official Video Game of the Olympic Games,1.23,5.85,Menos popular
Looney Tunes: Duck Amuck,0.3,6.4,Menos popular
Lord of Arcana,0.34,4.7,Menos popular
Lord of Magna: Maiden Heaven,0.06,7.0,Menos popular
Lord of the Rings: Tactics,0.13,6.9,Menos popular
Lost Kingdoms,0.17,7.3,Moderadamente popular
Lost Kingdoms II,0.06,6.6,Menos popular
Lost Odyssey,0.9,7.5,Moderadamente popular
Lost Planet 2,1.71,6.55,Menos popular
Lost Planet: Extreme Condition,0.64,6.3,Menos popular
Lost Planet: Extreme Condition Colonies Edition,0.0,7.8,Menos popular
Lost Sphear,0.06,6.25,Menos popular
Lost in Shadow,0.12,6.7,Menos popular
Lufia: Curse of the Sinistrals,0.16,7.8,Moderadamente popular
Luigi's Mansion,0.47,7.3,Moderadamente popular
Lumines ll,0.3,8.0,Moderadamente popular
Luminous Arc,0.24,6.8,Moderadamente popular
Luminous Arc 2,0.22,7.5,Moderadamente popular
Lunar 2: Eternal Blue Complete,0.35,8.1,Moderadamente popular
Lunar Knights,0.23,8.2,Moderadamente popular
Lunar Legend,0.19,7.7,Moderadamente popular
Lunar: Dragon Song,0.12,5.9,Menos popular
Lunar: Silver Star Harmony,0.24,7.9,Moderadamente popular
Lunar: Silver Star Story Complete,0.55,7.6,Moderadamente popular
MAG: Massive Action Game,1.32,7.4,Moderadamente popular
MC Groovz Dance Craze,0.2,2.5,Menos popular
MDK2,0.0,8.5,Menos popular
METRO 2033,0.78,7.45,Moderadamente popular
MLB,0.24,8.0,Moderadamente popular
MLB 06: The Show,0.35,8.3,Moderadamente popular
MLB 07: The Show,0.28,8.1,Moderadamente popular
MLB 08: The Show,0.33,8.3,Moderadamente popular
MLB 09: The Show,0.99,8.850000000000001,Muy popular
MLB 10: The Show,0.94,7.8,Muy popular
MLB 11: The Show,0.59,8.9,Muy popular
MLB 13: The Show,0.99,8.05,Muy popular
MLB 14 The Show,1.28,7.866666666666667,Muy popular
MLB Power Pros,0.29,8.5,Moderadamente popular
MLB SlugFest 20-04,0.04,8.0,Menos popular
MVP Baseball,0.21,6.6,Moderadamente popular
MVP Baseball 2004,0.26,8.9,Moderadamente popular
MVP Baseball 2005,0.33,8.7,Moderadamente popular
MX 2002 Featuring Ricky Carmichael,0.56,8.0,Moderadamente popular
MX vs. ATV Reflex,0.24,5.3,Menos popular
MX vs. ATV Unleashed: On the Edge,0.69,7.3,Moderadamente popular
MX vs. ATV Untamed,0.65,5.6,Menos popular
MX vs. ATV: Alive,1.01,6.9,Moderadamente popular
Mace: The Dark Age,0.19,7.1,Moderadamente popular
MadWorld,0.78,8.1,Muy popular
Madagascar,3.44,6.416666666666667,Menos popular
Madden NFL 06,6.82,8.35,Muy popular
Madden NFL 07,3.74,7.8999999999999995,Muy popular
Madden NFL 08,3.16,7.866666666666666,Muy popular
Madden NFL 09,5.14,8.0,Muy popular
Madden NFL 09 All-Play (weekly US sales),0.0,8.0,Menos popular
Madden NFL 10,6.59,8.15,Muy popular
Madden NFL 11,5.82,7.833333333333333,Muy popular
Madden NFL 12,5.41,7.533333333333334,Moderadamente popular
Madden NFL 13,6.22,7.425000000000001,Moderadamente popular
Madden NFL 16,7.59,8.15,Muy popular
Madden NFL 17,5.72,8.3,Muy popular
Madden NFL 18,4.53,8.5,Muy popular
Madden NFL 2002,0.61,8.6,Muy popular
Madden NFL 2003,4.569999999999999,9.25,Muy popular
Madden NFL 2004,5.74,9.35,Muy popular
Madden NFL 2005,5.23,9.35,Muy popular
Madden NFL 25,6.16,7.45,Moderadamente popular
Madden NFL Football,0.41,4.5,Menos popular
Mafia,0.74,7.85,Muy popular
Mafia II,3.05,7.1,Moderadamente popular
Mafia III,3.9800000000000004,6.85,Moderadamente popular
Magna Carta 2,0.3,6.6,Moderadamente popular
Magna Carta: Tears of Blood,0.22,6.1,Menos popular
Mahjong Cub3D,0.09,6.9,Menos popular
Majin and the Forsaken Kingdom,0.48,7.0,Moderadamente popular
