title,total_sales,critic_score,popularity
The Lord of the Rings: The Two Towers,4.67,8.3,Muy popular
The Lord of the Rings: War in the North,1.91,6.533333333333334,Menos popular
The Lost Child,0.03,7.5,Menos popular
The Mark,0.0,3.0,Menos popular
The Matrix: Path of Neo,0.8,6.7,Moderadamente popular
The Movies,0.04,8.2,Menos popular
The Munchables,0.18,8.0,Moderadamente popular
The Next BIG Thing,0.06,6.8,Menos popular
The Nightmare of Druaga: Fushigino Dungeon,0.05,6.4,Menos popular
The Operative: No One Lives Forever,0.14,7.85,Menos popular
The Orange Box,3.0300000000000002,9.366666666666665,Muy popular
The Order: 1886,1.62,6.2,Menos popular
The Outfit,0.25,7.0,Moderadamente popular
The Polar Express,0.11,3.3,Menos popular
The Powerpuff Girls: Relish Rampage,0.45,3.8,Menos popular
The Rub Rabbits!,0.07,7.3,Menos popular
The Saboteur,1.05,7.133333333333333,Moderadamente popular
The Scorpion King: Rise of the Akkadian,0.11,5.2,Menos popular
The Settlers 7: Paths to a Kingdom,0.31,7.8,Moderadamente popular
The Simpsons Game,3.0100000000000002,6.8,Moderadamente popular
The Simpsons: Hit & Run,5.69,7.949999999999999,Muy popular
The Simpsons: Road Rage,3.8499999999999996,6.05,Menos popular
The Sims,0.05,8.9,Menos popular
The Sims 2,2.0,7.566666666666666,Moderadamente popular
The Sims 2 Holiday Edition,0.0,2.0,Menos popular
The Sims 2: Nightlife,1.27,7.5,Moderadamente popular
The Sims 2: Pets,3.1399999999999997,5.833333333333333,Menos popular
The Sims 3,13.74,7.540000000000001,Moderadamente popular
The Sims 3: Ambitions,0.45,7.9,Moderadamente popular
The Sims 3: Generations,0.63,6.5,Menos popular
The Sims 3: Late Night Expansion Pack,1.69,7.5,Moderadamente popular
The Sims 3: Pets,0.54,7.266666666666667,Moderadamente popular
The Sims 3: World Adventures,0.57,8.2,Moderadamente popular
The Sims 4,4.1,7.0,Moderadamente popular
The Sims Medieval: Pirates and Nobles,0.15,5.5,Menos popular
The Sims: Bustin' Out,0.66,7.9,Muy popular
The Sims: Medieval,0.7,7.2,Moderadamente popular
The Sims: Unleashed,3.76,7.3,Moderadamente popular
The Sky Crawlers: Innocent Aces,0.12,7.3,Menos popular
The Sly Collection,0.69,8.7,Muy popular
The SpongeBob SquarePants Movie,3.24,6.5,Menos popular
The Sum of All Fears,0.03,3.2,Menos popular
The Tomb Raider Trilogy,0.89,8.5,Muy popular
The Typing of the Dead,0.05,8.6,Menos popular
The Urbz: Sims in the City,0.4,7.6,Moderadamente popular
The Walking Dead: A Telltale Games Series,0.82,9.7,Muy popular
The Warriors,0.28,8.1,Moderadamente popular
The Witcher 2: Assassins of Kings,0.98,8.8,Muy popular
The Witcher: Enhanced Edition,0.33,8.3,Moderadamente popular
The Wizard of Oz: Beyond The Yellow Brick Road,0.15,6.4,Menos popular
The Wonderful 101,0.36,8.0,Moderadamente popular
The World Ends with You: Final Remix,0.27,7.4,Moderadamente popular
Theme Hospital,2.4899999999999998,6.35,Menos popular
Theme Park Roller Coaster,0.48,7.9,Moderadamente popular
Thor: God of Thunder,0.67,5.26,Menos popular
Threads of Fate,0.21,7.8,Moderadamente popular
Thrillville,0.2,7.4,Moderadamente popular
Thrillville: Off the Rails,0.0,8.1,Menos popular
Tiger Woods PGA Tour,0.21,8.0,Moderadamente popular
Tiger Woods PGA Tour 06,0.51,7.45,Moderadamente popular
Tiger Woods PGA Tour 07,2.63,7.785714285714286,Moderadamente popular
Tiger Woods PGA Tour 08,1.4,7.45,Moderadamente popular
Tiger Woods PGA Tour 09,1.01,6.85,Moderadamente popular
Tiger Woods PGA Tour 10,2.74,8.45,Muy popular
Tiger Woods PGA Tour 11,1.8900000000000001,8.1,Muy popular
Tigger's Honey Hunt,0.2,7.3,Moderadamente popular
Time Crisis,1.68,8.5,Muy popular
Time Crisis 4,0.83,6.1,Menos popular
Time Crisis: Razing Storm,0.54,5.8,Menos popular
TimeShift,0.41,7.0,Moderadamente popular
TimeSplitters 2,0.7,9.1,Muy popular
TimeSplitters: Future Perfect,0.08,8.4,Menos popular
Titan Quest: Immortal Throne,0.0,8.3,Menos popular
Titanfall 2,1.72,8.9,Muy popular
Tobal No.1,0.92,7.7,Moderadamente popular
Tokyo Mirage Sessions #FE,0.33,8.0,Moderadamente popular
Tom Clancy's EndWar,1.02,7.35,Moderadamente popular
Tom Clancy's Ghost Recon 2,0.07,5.7,Menos popular
Tom Clancy's Ghost Recon Advanced Warfighter 2,0.53,6.5,Menos popular
Tom Clancy's Ghost Recon Wildlands,4.7700000000000005,7.366666666666667,Moderadamente popular
Tom Clancy's Ghost Recon: Shadow Wars,0.34,7.9,Moderadamente popular
Tom Clancy's HAWX,1.1400000000000001,7.2,Moderadamente popular
Tom Clancy's Rainbow Six 3,0.06,6.5,Menos popular
Tom Clancy's Rainbow Six: Vegas,2.7,7.300000000000001,Moderadamente popular
Tom Clancy's Rainbow Six: Vegas 2,3.76,8.2,Muy popular
Tom Clancy's Splinter Cell,3.02,9.3,Muy popular
Tom Clancy's Splinter Cell 3D,0.3,8.0,Moderadamente popular
Tom Clancy's Splinter Cell Trilogy,0.11,6.5,Menos popular
Tom Clancy's Splinter Cell: Blacklist,2.32,8.7,Muy popular
Tom Clancy's Splinter Cell: Chaos Theory,1.2100000000000002,8.6,Muy popular
Tom Clancy's Splinter Cell: Conviction,2.16,8.3,Muy popular
Tom Clancy's Splinter Cell: Double Agent,1.1,7.466666666666666,Moderadamente popular
Tom Clancy's Splinter Cell: Essentials,0.2,5.6,Menos popular
Tom Clancy's Splinter Cell: Pandora Tomorrow,1.56,7.949999999999999,Muy popular
Tomb Raider,5.66,8.8,Muy popular
Tomb Raider (2013),4.41,8.7,Muy popular
Tomb Raider II,7.53,7.8999999999999995,Muy popular
Tomb Raider III: Adventures of Lara Croft,4.16,7.75,Moderadamente popular
Tomb Raider: Anniversary,1.81,7.466666666666666,Moderadamente popular
Tomb Raider: Legend,1.1300000000000001,7.666666666666667,Moderadamente popular
Tomb Raider: Underworld,2.86,7.4,Moderadamente popular
Tomba!,0.26,8.6,Moderadamente popular
Tony Hawk's American Sk8land,0.44999999999999996,7.35,Moderadamente popular
Tony Hawk's American Wasteland,0.74,8.3,Muy popular
Tony Hawk's Pro Skater,8.459999999999999,8.666666666666666,Muy popular
Tony Hawk's Pro Skater 2,6.619999999999999,8.925,Muy popular
Tony Hawk's Pro Skater 3,5.3100000000000005,8.766666666666666,Muy popular
Tony Hawk's Pro Skater 4,4.25,9.399999999999999,Muy popular
Tony Hawk's Project 8,2.55,7.3,Moderadamente popular
Tony Hawk's Proving Ground,0.56,7.2,Moderadamente popular
Tony Hawk's Underground,4.6,8.85,Muy popular
Tony Hawk's Underground 2,0.5,8.55,Moderadamente popular
Tony Hawk's Underground 2 Remix,0.82,8.5,Muy popular
Tony Hawk: RIDE,2.16,4.3999999999999995,Menos popular
Too Human,0.78,6.5,Menos popular
Top Gear RPM Tuning,0.02,4.9,Menos popular
Top Spin 2,0.23,6.575,Menos popular
Top Spin 3,1.13,7.949999999999999,Muy popular
Top Spin 4,1.24,6.8,Moderadamente popular
Torchlight,0.07,8.4,Menos popular
TouchMaster,2.0,6.9,Moderadamente popular
Tour de France 2011,0.0,6.0,Menos popular
Toy Story 3: The Video Game,1.85,7.5,Moderadamente popular
Trace Memory,0.29,6.5,Menos popular
TrackMania DS,0.08,7.5,Menos popular
TrackMania: Build to Race,0.23,7.0,Moderadamente popular
Trainz,0.0,8.4,Menos popular
Transformers,1.29,7.8,Muy popular
Transformers: Cybertron Adventures,0.27,3.7,Menos popular
Transformers: Dark of the Moon,1.02,4.5,Menos popular
Transformers: Revenge of the Fallen,1.74,5.466666666666666,Menos popular
Transformers: The Game,1.25,4.75,Menos popular
Transformers: War for Cybertron,1.0899999999999999,7.5,Moderadamente popular
Trapped Dead,0.02,4.0,Menos popular
Trauma Center: New Blood,0.29,7.5,Moderadamente popular
Trauma Center: Second Opinion,0.34,8.2,Moderadamente popular
Trauma Center: Under the Knife,0.36,8.0,Moderadamente popular
Trauma Center: Under the Knife 2,0.11,8.2,Menos popular
Trauma Team,0.17,8.1,Moderadamente popular
Trigger Man,0.02,2.0,Menos popular
Trine,0.01,8.1,Menos popular
Trine 2: Director's Cut,0.04,7.8,Menos popular
Trinity Universe,0.18,6.2,Menos popular
Trivial Pursuit,0.57,7.3,Moderadamente popular
Tropico,0.0,8.7,Menos popular
Tropico 2: Pirate Cove,0.0,8.3,Menos popular
Tropico 3,0.26,7.9,Moderadamente popular
Tropico 4,0.26,7.9,Moderadamente popular
True Crime: New York City,0.17,6.4,Menos popular
True Crime: Streets of LA,0.56,8.1,Moderadamente popular
Tube Slider,0.02,5.9,Menos popular
Turning Point: Fall of Liberty,0.29,4.3,Menos popular
Turok,0.75,6.6,Moderadamente popular
Turok: Evolution,0.38,7.4,Moderadamente popular
Twin Sector,0.0,4.2,Menos popular
Twisted Metal,1.56,7.0,Moderadamente popular
Twisted Metal (2012),0.83,7.9,Muy popular
Twisted Metal 2,2.44,8.7,Muy popular
Twisted Metal 4,1.28,6.7,Moderadamente popular
Twisted Metal III,1.73,4.4,Menos popular
Twisted Metal: Black,1.41,8.9,Muy popular
Twisted Metal: Head On,0.77,7.5,Moderadamente popular
Two Worlds,0.02,7.4,Menos popular
Two Worlds II,1.01,6.5,Menos popular
Ty the Tasmanian Tiger,1.6199999999999999,6.766666666666667,Moderadamente popular
Ty the Tasmanian Tiger 2: Bush Rescue,0.8400000000000001,7.2,Moderadamente popular
Ty the Tasmanian Tiger 3: Night of the Quinkan,0.3,6.233333333333333,Menos popular
Tycoon City: New York,0.02,6.2,Menos popular
UEFA Euro 2008 Austria-Switzerland,0.25,6.9,Moderadamente popular
UFC 2009 Undisputed,3.83,8.4,Muy popular
UFC Personal Trainer: The Ultimate Fitness System,0.99,5.25,Menos popular
UFC Undisputed 2010,2.95,8.233333333333333,Muy popular
Ultimate Fighting Championship: Throwdown,0.08,6.7,Menos popular
Ultimate Ghosts 'n Goblins,0.08,7.3,Menos popular
Ultimate Marvel vs. Capcom 3,0.07,8.3,Menos popular
Ultimate Mortal Kombat,0.09,7.3,Menos popular
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,0.14,8.0,Menos popular
Ultimate NES Remix,0.33,7.0,Moderadamente popular
Ultra Street Fighter II: The Final Challengers,0.57,7.0,Moderadamente popular
Uncharted 2: Among Thieves,6.74,9.5,Muy popular
Uncharted: Drake's Fortune,4.97,8.7,Muy popular
Uncharted: Golden Abyss,1.62,7.9,Muy popular
Undead Knights,0.12,6.6,Menos popular
Undertale,0.03,9.35,Menos popular
Universal Studios Theme Parks Adventure,0.1,5.1,Menos popular
Unreal Tournament 2003,0.01,9.0,Menos popular
Unreal Tournament 2004,0.02,9.4,Menos popular
Unreal Tournament III,1.2,8.266666666666667,Muy popular
Unsolved Crimes,0.05,6.0,Menos popular
Untold Legends: Brotherhood of the Blade,1.09,6.5,Menos popular
Untold Legends: The Warriors Code,0.33,6.8,Moderadamente popular
Up,0.29,6.5,Menos popular
Urban Reign,0.08,7.5,Menos popular
Vagrant Story,0.87,9.3,Muy popular
Valhalla Knights,0.24,5.2,Menos popular
Valhalla Knights 2,0.23,5.0,Menos popular
Valkyria Chronicles 4,0.19,8.6,Moderadamente popular
Valkyria Chronicles II,0.54,8.1,Moderadamente popular
Vampire Night,0.14,6.4,Menos popular
Vampire Rain,0.21,3.9,Menos popular
Vampire Rain: Altered Species,0.06,3.5,Menos popular
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,0.23,5.0,Menos popular
Vandal Hearts,0.45,7.7,Moderadamente popular
Vandal Hearts II,0.1,7.2,Menos popular
Vanguard Bandits,0.07,6.4,Menos popular
Vanquish,1.03,8.4,Muy popular
Velvet Assassin,0.18,5.75,Menos popular
Venetica,0.3,5.3999999999999995,Menos popular
Vexx,0.4,6.366666666666667,Menos popular
Victoria II,0.0,8.1,Menos popular
Victorious Boxers: Revolution,0.14,5.8,Menos popular
Viewtiful Joe,0.62,9.4,Muy popular
Viewtiful Joe: Red Hot Rumble,0.06,6.2,Menos popular
Viking: Battle for Asgard,0.8200000000000001,6.4,Menos popular
Vin Diesel: Wheelman,0.77,6.7,Moderadamente popular
Virtua Fighter,1.07,9.0,Muy popular
Virtua Fighter 3tb,0.37,8.1,Moderadamente popular
Virtua Fighter 4: Evolution,0.71,8.9,Muy popular
Virtua Fighter 5,1.08,8.7,Muy popular
Virtua Fighter 5 Online,0.28,9.2,Moderadamente popular
Virtua Fighter Kids,0.23,6.6,Moderadamente popular
Virtua Quest,0.01,5.4,Menos popular
Virtua Striker 2002,0.05,6.6,Menos popular
Virtua Tennis 2009,0.75,6.949999999999999,Moderadamente popular
Virtua Tennis 4,0.8300000000000001,6.033333333333334,Menos popular
Viva Pinata,0.02,8.0,Menos popular
Viva Pinata: Party Animals,0.23,5.5,Menos popular
Viva Pinata: Pocket Paradise,0.55,8.1,Moderadamente popular
Viva Pinata: Trouble in Paradise,0.47,8.5,Moderadamente popular
WRC 2: FIA World Rally Championship,0.07,5.8,Menos popular
WWE '12,2.45,8.25,Muy popular
WWE 2K14,2.3200000000000003,7.6,Moderadamente popular
WWE All Stars,0.98,7.433333333333334,Moderadamente popular
WWE Day of Reckoning,0.45,8.1,Moderadamente popular
WWE Day of Reckoning 2,0.34,8.3,Moderadamente popular
WWE SmackDown vs Raw 2008,3.95,7.3,Moderadamente popular
WWE SmackDown vs. RAW 2007,3.74,7.933333333333334,Muy popular
WWE SmackDown vs. Raw 2009,2.5,7.966666666666666,Muy popular
WWE SmackDown vs. Raw 2010,2.94,8.033333333333333,Muy popular
WWE SmackDown vs. Raw 2011,0.88,7.1,Moderadamente popular
WWE SmackDown! vs. RAW 2006,0.4,8.1,Moderadamente popular
WWE SmackDown! vs. Raw 2006,3.0,8.4,Muy popular
WWE Wrestlemania XIX,0.33,7.8,Moderadamente popular
WWF No Mercy,1.5,9.1,Muy popular
WWF Raw (2002),0.55,6.5,Menos popular
WWF SmackDown! 2: Know Your Role,3.2,8.7,Muy popular
Wall-E,2.02,6.833333333333333,Moderadamente popular
Wallace & Gromit in Project Zoo,0.07,6.6,Menos popular
Wanted: Weapons of Fate,0.6599999999999999,6.2,Menos popular
WarCraft II: The Dark Saga,0.31,7.3,Moderadamente popular
"Warhammer 40,000: Dawn of War - Dark Crusade",0.0,8.8,Menos popular
"Warhammer 40,000: Dawn of War II",0.47,8.7,Moderadamente popular
"Warhammer 40,000: Dawn of War II - Chaos Rising",0.1,8.6,Menos popular
"Warhammer 40,000: Dawn of War II - Retribution",0.08,7.9,Menos popular
"Warhammer 40,000: Dawn of War: Soulstorm",0.02,6.9,Menos popular
"Warhammer 40,000: Space Marine",1.01,7.3,Moderadamente popular
"Warhammer 40,000: Squad Command",0.33,6.6,Moderadamente popular
Warhawk,1.06,8.4,Muy popular
Wario World,0.44,7.5,Moderadamente popular
WarioWare D.I.Y.,0.59,8.3,Muy popular
WarioWare Gold,0.28,8.1,Moderadamente popular
Warriors Orochi,0.2,6.4,Menos popular
Warriors Orochi 2,0.48,4.733333333333333,Menos popular
Wave Race: Blue Storm,0.6,8.4,Muy popular
Way of the Samurai 3,0.52,6.5,Menos popular
Wayne Gretzky's 3D Hockey,0.53,8.1,Moderadamente popular
We Dance,0.16,3.5,Menos popular
We Love Katamari,0.52,8.2,Moderadamente popular
Wet,1.12,6.9,Moderadamente popular
Wetrix,0.08,8.6,Menos popular
White Knight Chronicles II,0.63,5.4,Menos popular
White Knight Chronicles: International Edition,0.95,6.3,Menos popular
Wii Fit U,0.86,7.2,Moderadamente popular
Wii Sports Club,0.38,6.7,Moderadamente popular
Wild ARMs,0.95,8.9,Muy popular
Wild ARMs 2,0.67,6.5,Menos popular
Wild ARMs 3,0.62,7.6,Moderadamente popular
Wild ARMs 4,0.14,6.6,Menos popular
Wild ARMs 5,0.28,7.5,Moderadamente popular
Wild ARMs: Alter Code F,0.09,7.2,Menos popular
Winning Eleven: Pro Evolution Soccer 2007,5.25,8.5,Muy popular
Winx Club: Join the Club,0.01,3.6,Menos popular
WipEout HD Fury,0.07,9.1,Menos popular
WipEout Pulse,0.32,8.2,Moderadamente popular
WipEout Pure,1.04,9.1,Muy popular
WipEout XL,0.25,8.8,Moderadamente popular
Wolfenstein,1.23,7.0,Moderadamente popular
Wolfenstein II: The New Colossus,1.4700000000000002,8.65,Muy popular
Wolfenstein: The Old Blood,0.15,8.0,Menos popular
Wonder Boy: The Dragon's Trap (Remake),0.05,7.4,Menos popular
WordJong,0.15,7.5,Menos popular
World Championship Cards,0.2,3.9,Menos popular
World Championship Poker 2: Featuring Howard Lederer,0.14,7.0,Menos popular
World Championship Poker: Howard Lederer - All In,0.14,5.1,Menos popular
World Series of Poker,0.26,4.0,Menos popular
World Series of Poker: Tournament of Champions 2007 Edition,0.34,6.075,Menos popular
World Soccer Winning Eleven 8 International,3.85,9.3,Muy popular
World Soccer Winning Eleven 9,4.06,8.9,Muy popular
World Soccer Winning Eleven 9 (JP & Others sales),1.2,8.0,Muy popular
World Tour Soccer,1.07,7.0,Moderadamente popular
World in Conflict,0.03,9.1,Menos popular
World in Conflict: Soviet Assault,0.0,6.1,Menos popular
World of Final Fantasy,0.62,6.7,Moderadamente popular
World of Goo,0.03,9.0,Menos popular
World of Tanks,0.28,7.8,Moderadamente popular
Worldwide Soccer Manager 2007,0.02,8.9,Menos popular
Worms 3D,0.07,7.5,Menos popular
Worms Reloaded,0.05,8.5,Menos popular
Worms: Open Warfare 2,0.45,8.1,Moderadamente popular
Wreckless: ThE YaKuza MisSiOns,0.06,6.4,Menos popular
X-Blades,0.28,6.1000000000000005,Menos popular
X-Men Legends,3.36,8.466666666666667,Muy popular
X-Men Legends II: Rise of Apocalypse,1.6199999999999999,8.28,Muy popular
X-Men Origins: Wolverine,0.2,5.4,Menos popular
X-Men Origins: Wolverine - Uncaged Edition,1.43,7.05,Moderadamente popular
X-Men: Destiny,0.64,3.825,Menos popular
X-Men: Next Dimension,0.13,7.0,Menos popular
X-Men: The Official Game,0.27,4.85,Menos popular
X2: Wolverine's Revenge,1.17,6.325,Menos popular
XCOM: Enemy Unknown,1.94,8.966666666666667,Muy popular
XGIII: Extreme G Racing,0.15,8.6,Menos popular
XGRA: Extreme G Racing Association,0.02,7.4,Menos popular
Xbox Live Arcade Unplugged Volume 1,0.07,7.4,Menos popular
Xenoblade Chronicles,1.48,8.95,Muy popular
Xenoblade Chronicles 2: Torna ~ The Golden Country,0.16,7.5,Moderadamente popular
Xenoblade Chronicles X,0.84,8.1,Muy popular
Yoku's Island Express,0.04,9.0,Menos popular
You Don't Know Jack,1.11,7.933333333333333,Muy popular
You're in the Movies,0.48,5.1,Menos popular
Your Shape featuring Jenny McCarthy,2.16,6.0,Menos popular
Ys I & II Chronicles,0.09,6.4,Menos popular
Ys Seven,0.23,7.6,Moderadamente popular
Ys VIII: Lacrimosa of Dana,0.11,8.5,Menos popular
Ys: The Ark of Napishtim,0.18,6.75,Moderadamente popular
Ys: The Oath in Felghana,0.15,8.2,Menos popular
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,0.4,7.5,Moderadamente popular
Yu-Gi-Oh! 5D's Tag Force 4,0.44,7.0,Moderadamente popular
Yu-Gi-Oh! 5D's Wheelie Breakers,0.1,7.5,Menos popular
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,0.31,7.6,Moderadamente popular
Yu-Gi-Oh! Dark Duel Stories,0.83,6.2,Menos popular
Yu-Gi-Oh! Forbidden Memories (JP sales),0.48,6.3,Menos popular
Yu-Gi-Oh! GX: Tag Force,0.13,6.0,Menos popular
Yu-Gi-Oh! The Falsebound Kingdom,0.71,4.4,Menos popular
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,0.15,8.0,Menos popular
Zack & Wiki: Quest for Barbaros' Treasure,0.42,8.7,Moderadamente popular
Zapper: One Wicked Cricket!,0.34,5.833333333333333,Menos popular
Zatch Bell! Electric Arena,0.03,4.4,Menos popular
Zatch Bell! Mamodo Battles,0.06,7.0,Menos popular
Zero Escape: Virtue's Last Reward,0.03,9.0,Menos popular
Zero Escape: Zero Time Dilemma,0.12,7.7,Menos popular
Zero: Tsukihami no Kamen,0.08,7.5,Menos popular
Zoids Assault,0.09,5.2,Menos popular
Zoids: Battle Legends,0.15,5.0,Menos popular
Zombi,0.07,7.5,Menos popular
ZombiU,0.84,6.9,Moderadamente popular
Zone of the Enders,0.75,7.5,Moderadamente popular
Zone of the Enders: The 2nd Runner,0.41,8.6,Moderadamente popular
Zoo Keeper,0.17,7.2,Moderadamente popular
Zoo Tycoon 2,0.06,7.2,Menos popular
Zoo Tycoon 2 DS,0.29,6.9,Moderadamente popular
Zoo Tycoon 2: African Adventure,0.0,4.0,Menos popular
Zoo Tycoon 2: Endangered Species,0.0,6.2,Menos popular
Zoo Tycoon 2: Extinct Animals,0.01,7.6,Menos popular
Zoo Tycoon DS,0.98,4.6,Menos popular
ZooCube,0.07,7.75,Menos popular
Zubo,0.11,7.5,Menos popular
Zuma's Revenge!,0.01,8.3,Menos popular
[Prototype],2.55,8.0,Muy popular
bit Generations: Boundish,0.0,4.0,Menos popular
bit Generations: Dialhex,0.01,7.0,Menos popular
bit Generations: Dotstream,0.01,8.0,Menos popular
de Blob 2,0.65,7.725,Moderadamente popular
echochrome,0.09,7.6,Menos popular
echoshift,0.0,7.5,Menos popular
inFAMOUS 2,1.87,8.1,Muy popular
